rodada,ano,civilizacao,cultura,melhor,classes,experimentos
1,250,3,Isolados,115,116,32061
1,255,0,Empiristas,115,116,36471
1,255,1,Incrementalistas,115,115,31365
1,255,2,Evolucionistas,115,116,36472
1,255,3,Isolados,115,116,34561
1,260,0,Empiristas,115,116,38971
1,260,1,Incrementalistas,115,115,33865
1,260,2,Evolucionistas,115,116,38972
1,260,3,Isolados,115,116,37061
1,265,0,Empiristas,115,116,41471
1,265,1,Incrementalistas,115,115,36365
1,265,2,Evolucionistas,115,116,41472
1,265,3,Isolados,115,116,39561
1,270,0,Empiristas,115,116,43971
1,270,1,Incrementalistas,115,115,38865
1,270,2,Evolucionistas,115,116,43972
1,270,3,Isolados,115,116,42061
1,275,0,Empiristas,115,116,46471
1,275,1,Incrementalistas,115,116,41365
1,275,2,Evolucionistas,115,116,46472
1,275,3,Isolados,115,116,44561
1,280,0,Empiristas,115,116,48971
1,280,1,Incrementalistas,115,116,43865
1,280,2,Evolucionistas,115,116,48972
1,280,3,Isolados,115,116,47061
1,285,0,Empiristas,115,116,51471
1,285,1,Incrementalistas,115,116,46365
1,285,2,Evolucionistas,115,116,51472
1,285,3,Isolados,115,116,49561
1,290,0,Empiristas,115,116,53971
1,290,1,Incrementalistas,115,116,48865
1,290,2,Evolucionistas,115,116,53972
1,290,3,Isolados,115,116,52061
1,295,0,Empiristas,115,116,56471
1,295,1,Incrementalistas,115,116,51365
1,295,2,Evolucionistas,115,116,56472
1,295,3,Isolados,115,116,54561
1,300,0,Empiristas,115,116,58971
1,300,1,Incrementalistas,115,116,53865
1,300,2,Evolucionistas,115,116,58972
1,300,3,Isolados,115,116,57061
2,0,0,Empiristas,99,3,5
2,0,1,Incrementalistas,36.9482,1,5
2,0,2,Evolucionistas,61.2425,2,5
2,0,3,Isolados,106,3,5
2,5,0,Empiristas,102,14,30
2,5,1,Incrementalistas,102,9,31
2,5,2,Evolucionistas,102,7,31
2,5,3,Isolados,110,8,31
2,10,0,Empiristas,107,19,60
2,10,1,Incrementalistas,102,14,60
2,10,2,Evolucionistas,107,11,62
2,10,3,Isolados,113,11,60
2,15,0,Empiristas,109,23,91
2,15,1,Incrementalistas,107,19,91
2,15,2,Evolucionistas,107,18,95
2,15,3,Isolados,114,15,92
2,20,0,Empiristas,110,29,128
2,20,1,Incrementalistas,110,27,126
2,20,2,Evolucionistas,110,23,130
2,20,3,Isolados,114,19,129
2,25,0,Empiristas,113.615,37,168
2,25,1,Incrementalistas,112,33,166
2,25,2,Evolucionistas,112,26,169
2,25,3,Isolados,114,21,167
2,30,0,Empiristas,113.615,41,211
2,30,1,Incrementalistas,113,35,211
2,30,2,Evolucionistas,113,29,212
2,30,3,Isolados,114,24,212
2,35,0,Empiristas,114,44,258
2,35,1,Incrementalistas,113,36,258
2,35,2,Evolucionistas,114,32,259
2,35,3,Isolados,115,29,261
2,40,0,Empiristas,114,49,311
2,40,1,Incrementalistas,114,37,310
2,40,2,Evolucionistas,114,33,313
2,40,3,Isolados,115,30,315
2,45,0,Empiristas,114,54,369
2,45,1,Incrementalistas,115,40,370
2,45,2,Evolucionistas,115,36,373
2,45,3,Isolados,115,31,374
2,50,0,Empiristas,115,61,434
2,50,1,Incrementalistas,115,42,435
2,50,2,Evolucionistas,115,36,438
2,50,3,Isolados,115,34,439
2,55,0,Empiristas,115,62,506
2,55,1,Incrementalistas,115,44,507
2,55,2,Evolucionistas,115,40,508
2,55,3,Isolados,115,36,511
2,60,0,Empiristas,115,64,585
2,60,1,Incrementalistas,115,45,587
2,60,2,Evolucionistas,115,42,587
2,60,3,Isolados,115,37,590
2,65,0,Empiristas,115,65,670
2,65,1,Incrementalistas,115,45,676
2,65,2,Evolucionistas,115,43,674
2,65,3,Isolados,115,38,676
2,70,0,Empiristas,115,71,764
2,70,1,Incrementalistas,115,46,772
2,70,2,Evolucionistas,115,46,771
2,70,3,Isolados,115,42,771
2,75,0,Empiristas,115,75,871
2,75,1,Incrementalistas,115,49,877
2,75,2,Evolucionistas,115,46,876
2,75,3,Isolados,115,45,876
2,80,0,Empiristas,115,78,988
2,80,1,Incrementalistas,115,51,994
2,80,2,Evolucionistas,115,48,994
2,80,3,Isolados,115,52,992
2,85,0,Empiristas,115,84,1117
2,85,1,Incrementalistas,115,53,1123
2,85,2,Evolucionistas,115,50,1123
2,85,3,Isolados,115,57,1122
2,90,0,Empiristas,115,86,1261
2,90,1,Incrementalistas,115,56,1267
2,90,2,Evolucionistas,115,52,1267
2,90,3,Isolados,115,58,1264
2,95,0,Empiristas,115,89,1418
2,95,1,Incrementalistas,115,62,1426
2,95,2,Evolucionistas,115,56,1424
2,95,3,Isolados,115,65,1423
2,100,0,Empiristas,115,95,1593
2,100,1,Incrementalistas,115,62,1599
2,100,2,Evolucionistas,115,58,1598
2,100,3,Isolados,115,67,1598
2,105,0,Empiristas,115,96,1787
2,105,1,Incrementalistas,115,64,1792
2,105,2,Evolucionistas,115,65,1791
2,105,3,Isolados,115,70,1790
2,110,0,Empiristas,115,100,1999
2,110,1,Incrementalistas,115,65,2003
2,110,2,Evolucionistas,115,69,2003
2,110,3,Isolados,115,73,2003
2,115,0,Empiristas,115,102,2233
2,115,1,Incrementalistas,115,66,2236
2,115,2,Evolucionistas,115,73,2237
2,115,3,Isolados,115,78,2237
2,120,0,Empiristas,115,104,2493
2,120,1,Incrementalistas,115,69,2493
2,120,2,Evolucionistas,115,76,2496
2,120,3,Isolados,115,85,2495
2,125,0,Empiristas,115,108,2778
2,125,1,Incrementalistas,115,70,2779
2,125,2,Evolucionistas,115,79,2782
2,125,3,Isolados,115,88,2780
2,130,0,Empiristas,115,109,3093
2,130,1,Incrementalistas,115,74,3093
2,130,2,Evolucionistas,115,82,3098
2,130,3,Isolados,115,93,3095
2,135,0,Empiristas,115,110,3442
2,135,1,Incrementalistas,115,76,3440
2,135,2,Evolucionistas,115,88,3446
2,135,3,Isolados,115,96,3441
2,140,0,Empiristas,115,112,3826
2,140,1,Incrementalistas,115,79,3824
2,140,2,Evolucionistas,115,91,3831
2,140,3,Isolados,115,98,3825
2,145,0,Empiristas,115,79,4250
2,145,1,Incrementalistas,115,82,4248
2,145,2,Evolucionistas,115,93,4256
2,145,3,Isolados,115,101,4248
2,150,0,Empiristas,115,87,4484
2,150,1,Incrementalistas,115,84,4717
2,150,2,Evolucionistas,115,94,4724
2,150,3,Isolados,115,104,4716
2,155,0,Empiristas,115,96,4743
2,155,1,Incrementalistas,115,86,5233
2,155,2,Evolucionistas,115,94,5241
2,155,3,Isolados,115,106,5234
2,160,0,Empiristas,115,101,5028
2,160,1,Incrementalistas,115,91,5805
2,160,2,Evolucionistas,115,97,5812
2,160,3,Isolados,115,108,5805
2,165,0,Empiristas,115,104,5343
2,165,1,Incrementalistas,115,98,6435
2,165,2,Evolucionistas,115,98,6442
2,165,3,Isolados,115,110,6436
2,170,0,Empiristas,115,107,5762
2,170,1,Incrementalistas,115,104,7131
2,170,2,Evolucionistas,115,101,7139
2,170,3,Isolados,115,111,7133
2,175,0,Empiristas,115,108,6530
2,175,1,Incrementalistas,115,108,7899
2,175,2,Evolucionistas,115,102,7908
2,175,3,Isolados,115,113,7903
2,180,0,Empiristas,115,113,7379
2,180,1,Incrementalistas,115,110,8747
2,180,2,Evolucionistas,115,106,8757
2,180,3,Isolados,115,113,8752
2,185,0,Empiristas,115,114,8316
2,185,1,Incrementalistas,115,112,9685
2,185,2,Evolucionistas,115,109,9694
2,185,3,Isolados,115,113,9689
2,190,0,Empiristas,115,115,9352
2,190,1,Incrementalistas,115,114,10720
2,190,2,Evolucionistas,115,111,10730
2,190,3,Isolados,115,114,10724
2,195,0,Empiristas,115,115,10496
2,195,1,Incrementalistas,115,114,11862
2,195,2,Evolucionistas,115,111,11871
2,195,3,Isolados,115,115,11867
2,200,0,Empiristas,115,115,11756
2,200,1,Incrementalistas,115,114,13125
2,200,2,Evolucionistas,115,113,13133
2,200,3,Isolados,115,115,13129
2,205,0,Empiristas,115,115,13149
2,205,1,Incrementalistas,115,114,14517
2,205,2,Evolucionistas,115,114,14528
2,205,3,Isolados,115,115,14521
2,210,0,Empiristas,115,115,14688
2,210,1,Incrementalistas,115,116,16054
2,210,2,Evolucionistas,115,116,16066
2,210,3,Isolados,115,115,16058
2,215,0,Empiristas,115,115,16388
2,215,1,Incrementalistas,115,116,17752
2,215,2,Evolucionistas,115,116,17766
2,215,3,Isolados,115,115,17757
2,220,0,Empiristas,115,116,18263
2,220,1,Incrementalistas,115,116,19628
2,220,2,Evolucionistas,115,116,19641
2,220,3,Isolados,115,115,19633
2,225,0,Empiristas,115,116,20333
2,225,1,Incrementalistas,115,116,21698
2,225,2,Evolucionistas,115,116,21711
2,225,3,Isolados,115,115,21704
2,230,0,Empiristas,115,116,22618
2,230,1,Incrementalistas,115,116,23983
2,230,2,Evolucionistas,115,116,23996
2,230,3,Isolados,115,115,23990
2,235,0,Empiristas,115,116,25096
2,235,1,Incrementalistas,115,116,26462
2,235,2,Evolucionistas,115,116,26476
2,235,3,Isolados,115,115,26469
2,240,0,Empiristas,115,116,27596
2,240,1,Incrementalistas,115,116,28962
2,240,2,Evolucionistas,115,116,28976
2,240,3,Isolados,115,116,28969
2,245,0,Empiristas,115,105,29346
2,245,1,Incrementalistas,115,116,31462
2,245,2,Evolucionistas,115,116,31476
2,245,3,Isolados,115,116,31469
2,250,0,Empiristas,115,115,30596
2,250,1,Incrementalistas,115,116,33962
2,250,2,Evolucionistas,115,116,33976
2,250,3,Isolados,115,116,33969
2,255,0,Empiristas,115,116,31846
2,255,1,Incrementalistas,115,116,36462
2,255,2,Evolucionistas,115,116,36476
2,255,3,Isolados,115,116,36469
2,260,0,Empiristas,115,116,33096
2,260,1,Incrementalistas,115,116,38962
2,260,2,Evolucionistas,115,116,38976
2,260,3,Isolados,115,116,38969
2,265,0,Empiristas,115,116,34346
2,265,1,Incrementalistas,115,116,41462
2,265,2,Evolucionistas,115,116,41476
2,265,3,Isolados,115,103,40719
2,270,0,Empiristas,115,116,36596
2,270,1,Incrementalistas,115,116,43962
2,270,2,Evolucionistas,115,116,43976
2,270,3,Isolados,115,108,41969
2,275,0,Empiristas,115,116,39096
